Order_ID,Date,Product,Category,City,Quantity,Price
1463,2025-06-05,Keyboard,Electronics,Ahmedabad,1,1159
1464,2025-05-11,Bottle,Accessories,Ahmedabad,5,410
1465,2025-09-23,Pen,Stationery,Bangalore,3,229
1466,2025-12-08,Pen,Stationery,Hyderabad,2,220
1467,2025-03-17,Printer,Electronics,Pune,2,9472
1468,2025-11-03,Monitor,Electronics,Kolkata,3,8640
1469,2025-04-26,Monitor,Electronics,Kolkata,3,8780
1470,2025-10-14,Notebook,Stationery,Bangalore,3,326
1471,2025-05-23,Bag,Accessories,Hyderabad,4,1499
1472,2025-11-04,Monitor,Electronics,Pune,1,8609
1473,2025-03-08,Printer,Electronics,Chennai,2,9547
1474,2025-10-23,Monitor,Electronics,Chennai,4,8445
1475,2025-03-13,Chair,Furniture,Mumbai,3,3454
1476,2025-11-21,Notebook,Stationery,Mumbai,4,253
1477,2025-05-16,Mouse,Electronics,Ahmedabad,1,769
1478,2025-07-08,Printer,Electronics,Hyderabad,5,9689
1479,2025-08-25,Pen,Stationery,Mumbai,4,182
1480,2025-02-27,Bottle,Accessories,Chennai,1,488
1481,2025-03-11,Mouse,Electronics,Delhi,5,527
1482,2025-07-28,Bag,Accessories,Mumbai,3,1358
1483,2025-09-12,Printer,Electronics,Delhi,4,9535
1484,2025-10-08,Laptop,Electronics,Pune,2,54967
1485,2025-01-16,Mouse,Electronics,Ahmedabad,3,471
1486,2025-01-28,Chair,Furniture,Ahmedabad,3,3424
1487,2025-03-02,Keyboard,Electronics,Mumbai,1,1436
1488,2025-11-17,Monitor,Electronics,Ahmedabad,1,8506
1489,2025-11-02,Chair,Furniture,Kolkata,5,3666
1490,2025-03-03,Printer,Electronics,Delhi,2,9576
1491,2025-06-05,Notebook,Stationery,Pune,5,4
1492,2025-05-10,Keyboard,Electronics,Chennai,5,1267
1493,2025-08-15,Printer,Electronics,Pune,5,9751
1494,2025-10-02,Chair,Furniture,Delhi,5,3652
1495,2025-06-04,Bottle,Accessories,Ahmedabad,2,487
1496,2025-12-23,Laptop,Electronics,Bangalore,1,55194
1497,2025-09-13,Laptop,Electronics,Bangalore,2,55059
1498,2025-01-04,Printer,Electronics,Hyderabad,3,9595
1499,2025-03-19,Laptop,Electronics,Hyderabad,2,54996
1500,2025-06-11,Mouse,Electronics,Hyderabad,3,409
1501,2025-05-17,Chair,Furniture,Delhi,3,3661
1502,2025-03-31,Notebook,Stationery,Hyderabad,5,125
1503,2025-03-28,Table,Furniture,Mumbai,1,7165
1504,2025-03-01,Keyboard,Electronics,Kolkata,2,1476
1505,2025-05-24,Sofa,Furniture,Hyderabad,1,15204
1506,2025-04-21,Sofa,Furniture,Delhi,5,15173
1507,2025-12-02,Bottle,Accessories,Kolkata,3,584
1508,2025-10-27,Printer,Electronics,Pune,1,9540
1509,2025-01-19,Notebook,Stationery,Kolkata,5,299
1510,2025-10-01,Pen,Stationery,Hyderabad,1,30
1511,2025-08-26,Chair,Furniture,Pune,1,3685
1512,2025-12-18,Bag,Accessories,Ahmedabad,4,1284
1513,2025-11-05,Bottle,Accessories,Pune,4,281
1514,2025-03-08,Pen,Stationery,Bangalore,4,154
1515,2025-11-10,Table,Furniture,Hyderabad,5,7200
1516,2025-11-10,Table,Furniture,Chennai,5,7052
1517,2025-08-07,Bag,Accessories,Delhi,1,1109
1518,2025-03-17,Keyboard,Electronics,Ahmedabad,2,1227
1519,2025-06-21,Sofa,Furniture,Chennai,1,15106
1520,2025-07-13,Table,Furniture,Ahmedabad,3,6989
1521,2025-12-16,Monitor,Electronics,Pune,3,8757
1522,2025-03-26,Pen,Stationery,Pune,2,6
1523,2025-11-26,Bag,Accessories,Delhi,3,1476
1524,2025-12-19,Keyboard,Electronics,Bangalore,1,1372
1525,2025-08-10,Table,Furniture,Mumbai,2,7146
1526,2025-04-20,Sofa,Furniture,Ahmedabad,4,14963
1527,2025-01-23,Bag,Accessories,Kolkata,2,1392
1528,2025-08-13,Printer,Electronics,Bangalore,1,9465
1529,2025-08-16,Bag,Accessories,Bangalore,1,1397
1530,2025-10-28,Notebook,Stationery,Pune,1,65
1531,2025-08-13,Pen,Stationery,Delhi,1,-69
1532,2025-09-07,Mouse,Electronics,Bangalore,3,769
1533,2025-12-03,Printer,Electronics,Mumbai,4,9724
1534,2025-02-26,Keyboard,Electronics,Bangalore,2,1443
1535,2025-02-01,Bag,Accessories,Pune,3,1198
1536,2025-11-25,Notebook,Stationery,Ahmedabad,2,234
1537,2025-06-13,Chair,Furniture,Ahmedabad,1,3630
1538,2025-03-18,Sofa,Furniture,Delhi,4,14922
1539,2025-01-10,Bag,Accessories,Chennai,4,1273
1540,2025-10-03,Table,Furniture,Pune,4,7030
1541,2025-12-14,Sofa,Furniture,Bangalore,5,15015
1542,2025-07-30,Laptop,Electronics,Hyderabad,3,55242
1543,2025-09-03,Mouse,Electronics,Mumbai,5,520
1544,2025-12-18,Notebook,Stationery,Delhi,4,233
1545,2025-08-01,Monitor,Electronics,Kolkata,3,8657
1546,2025-05-04,Pen,Stationery,Chennai,5,288
1547,2025-07-02,Laptop,Electronics,Bangalore,5,54915
1548,2025-11-24,Pen,Stationery,Hyderabad,1,-60
1549,2025-02-27,Bottle,Accessories,Ahmedabad,3,346
1550,2025-05-20,Notebook,Stationery,Ahmedabad,5,366
1551,2025-01-28,Keyboard,Electronics,Delhi,1,1228
1552,2025-06-18,Table,Furniture,Delhi,2,7132
1553,2025-02-22,Sofa,Furniture,Mumbai,4,15286
1554,2025-12-24,Bag,Accessories,Ahmedabad,3,1312
1555,2025-02-01,Table,Furniture,Ahmedabad,5,7019
1556,2025-05-27,Notebook,Stationery,Delhi,5,216
1557,2025-10-18,Printer,Electronics,Chennai,4,9544
1558,2025-10-17,Printer,Electronics,Delhi,3,9680
1559,2025-07-09,Sofa,Furniture,Delhi,2,15108
1560,2025-11-05,Mouse,Electronics,Bangalore,2,432
1561,2025-06-06,Monitor,Electronics,Ahmedabad,4,8744
1562,2025-08-06,Printer,Electronics,Kolkata,2,9632
1563,2025-12-29,Chair,Furniture,Hyderabad,3,3765
1564,2025-06-10,Printer,Electronics,Chennai,1,9451
1565,2025-11-21,Notebook,Stationery,Chennai,1,354
1566,2025-06-25,Printer,Electronics,Chennai,3,9626
1567,2025-01-04,Table,Furniture,Chennai,2,7113
1568,2025-09-02,Bottle,Accessories,Delhi,1,279
1569,2025-09-29,Bag,Accessories,Delhi,4,1482
1570,2025-12-12,Printer,Electronics,Bangalore,4,9454
1571,2025-10-26,Sofa,Furniture,Delhi,1,14906
1572,2025-03-05,Chair,Furniture,Ahmedabad,3,3666
1573,2025-08-20,Pen,Stationery,Bangalore,3,46
1574,2025-11-20,Table,Furniture,Hyderabad,1,6903
1575,2025-07-30,Pen,Stationery,Kolkata,1,205
1576,2025-09-28,Bag,Accessories,Bangalore,2,1448
1577,2025-07-13,Keyboard,Electronics,Kolkata,4,1237
1578,2025-03-22,Bottle,Accessories,Bangalore,5,592
1579,2025-03-05,Notebook,Stationery,Chennai,4,-17
1580,2025-12-26,Notebook,Stationery,Delhi,3,257
1581,2025-02-19,Printer,Electronics,Delhi,5,9696
1582,2025-03-02,Laptop,Electronics,Bangalore,1,55178
1583,2025-04-22,Printer,Electronics,Ahmedabad,2,9642
1584,2025-06-10,Mouse,Electronics,Ahmedabad,5,767
1585,2025-06-07,Printer,Electronics,Pune,2,9640
1586,2025-05-27,Printer,Electronics,Mumbai,5,9539
1587,2025-05-01,Laptop,Electronics,Mumbai,4,55221
1588,2025-10-05,Table,Furniture,Ahmedabad,3,7064
1589,2025-06-09,Bag,Accessories,Mumbai,1,1107
1590,2025-02-06,Printer,Electronics,Delhi,3,9704
1591,2025-09-10,Table,Furniture,Ahmedabad,5,6927
1592,2025-02-23,Bottle,Accessories,Delhi,3,467
1593,2025-02-02,Monitor,Electronics,Delhi,5,8507
1594,2025-04-07,Monitor,Electronics,Bangalore,5,8588
1595,2025-08-13,Table,Furniture,Delhi,4,7213
1596,2025-10-08,Table,Furniture,Pune,1,7073
1597,2025-04-22,Bottle,Accessories,Chennai,2,270
1598,2025-11-18,Printer,Electronics,Hyderabad,3,9784
1599,2025-01-21,Notebook,Stationery,Delhi,4,2
1600,2025-07-14,Table,Furniture,Mumbai,4,7294
1601,2025-09-21,Keyboard,Electronics,Pune,2,1159
1602,2025-04-12,Bag,Accessories,Hyderabad,5,1378
1603,2025-10-28,Pen,Stationery,Delhi,2,-41
1604,2025-05-29,Printer,Electronics,Ahmedabad,3,9681
1605,2025-11-30,Keyboard,Electronics,Delhi,3,1355
1606,2025-10-18,Mouse,Electronics,Ahmedabad,1,406
1607,2025-04-04,Pen,Stationery,Chennai,2,164
1608,2025-12-29,Laptop,Electronics,Pune,3,55124
1609,2025-08-19,Notebook,Stationery,Pune,1,366
1610,2025-08-28,Monitor,Electronics,Kolkata,2,8583
1611,2025-07-23,Chair,Furniture,Bangalore,2,3749
1612,2025-05-07,Sofa,Furniture,Pune,5,15107
1613,2025-03-15,Mouse,Electronics,Delhi,2,482
1614,2025-11-06,Printer,Electronics,Pune,4,9583
1615,2025-01-12,Notebook,Stationery,Bangalore,5,54
1616,2025-02-09,Monitor,Electronics,Pune,4,8665
1617,2025-07-11,Bag,Accessories,Delhi,1,1332
1618,2025-08-15,Chair,Furniture,Ahmedabad,2,3454
1619,2025-06-10,Chair,Furniture,Kolkata,3,3720
1620,2025-08-17,Monitor,Electronics,Mumbai,1,8461
1621,2025-07-19,Pen,Stationery,Kolkata,5,254
1622,2025-07-14,Laptop,Electronics,Hyderabad,1,55182
1623,2025-01-15,Table,Furniture,Bangalore,3,6985
1624,2025-11-30,Notebook,Stationery,Mumbai,2,169
1625,2025-01-31,Printer,Electronics,Bangalore,1,9461
1626,2025-04-23,Printer,Electronics,Ahmedabad,5,9788
1627,2025-01-19,Bottle,Accessories,Hyderabad,5,547
1628,2025-07-17,Printer,Electronics,Pune,3,9434
1629,2025-09-12,Sofa,Furniture,Kolkata,3,15220
1630,2025-07-23,Table,Furniture,Bangalore,3,7163
1631,2025-12-14,Notebook,Stationery,Pune,3,27
1632,2025-05-27,Sofa,Furniture,Chennai,1,15254
1633,2025-08-23,Bag,Accessories,Chennai,4,1242
1634,2025-04-14,Keyboard,Electronics,Pune,2,1186
1635,2025-03-16,Chair,Furniture,Ahmedabad,2,3572
1636,2025-06-01,Laptop,Electronics,Hyderabad,4,55142
1637,2025-07-31,Mouse,Electronics,Delhi,4,617
1638,2025-05-03,Keyboard,Electronics,Mumbai,5,1210
1639,2025-06-05,Monitor,Electronics,Bangalore,3,8697
1640,2025-06-03,Sofa,Furniture,Mumbai,5,15182
1641,2025-01-26,Table,Furniture,Delhi,1,7141
1642,2025-04-11,Monitor,Electronics,Kolkata,1,8699
1643,2025-06-20,Table,Furniture,Kolkata,4,7273
1644,2025-02-05,Laptop,Electronics,Mumbai,4,55147
1645,2025-09-10,Laptop,Electronics,Ahmedabad,3,54912
1646,2025-02-25,Bag,Accessories,Ahmedabad,5,1240
1647,2025-06-24,Table,Furniture,Kolkata,3,6909
1648,2025-04-25,Chair,Furniture,Hyderabad,5,3722
1649,2025-02-03,Laptop,Electronics,Kolkata,1,54946
1650,2025-02-19,Laptop,Electronics,Ahmedabad,4,55100
1651,2025-06-03,Table,Furniture,Bangalore,2,6903
1652,2025-09-18,Monitor,Electronics,Ahmedabad,3,8650
1653,2025-10-17,Chair,Furniture,Chennai,4,3648
1654,2025-05-22,Chair,Furniture,Chennai,1,3512
1655,2025-09-22,Keyboard,Electronics,Pune,3,1197
1656,2025-07-05,Keyboard,Electronics,Chennai,2,1115
1657,2025-04-28,Monitor,Electronics,Ahmedabad,4,8682
1658,2025-09-02,Laptop,Electronics,Kolkata,2,55258
1659,2025-05-08,Laptop,Electronics,Hyderabad,3,54982
1660,2025-06-02,Keyboard,Electronics,Chennai,3,1284
1661,2025-07-02,Monitor,Electronics,Ahmedabad,3,8573
1662,2025-07-21,Table,Furniture,Hyderabad,1,7257
1663,2025-01-08,Table,Furniture,Hyderabad,1,7213
1664,2025-05-12,Notebook,Stationery,Bangalore,1,279
1665,2025-01-15,Mouse,Electronics,Delhi,5,704
1666,2025-02-24,Table,Furniture,Chennai,5,7243
1667,2025-10-29,Monitor,Electronics,Pune,3,8570
1668,2025-05-12,Laptop,Electronics,Delhi,3,55274
1669,2025-09-12,Printer,Electronics,Hyderabad,1,9758
1670,2025-02-06,Mouse,Electronics,Mumbai,2,423
1671,2025-03-22,Chair,Furniture,Kolkata,5,3575
1672,2025-12-14,Mouse,Electronics,Delhi,3,784
1673,2025-06-06,Mouse,Electronics,Ahmedabad,3,580
1674,2025-10-28,Sofa,Furniture,Delhi,5,15295
1675,2025-01-10,Keyboard,Electronics,Ahmedabad,3,1252
1676,2025-06-13,Sofa,Furniture,Delhi,4,15287
1677,2025-12-06,Notebook,Stationery,Chennai,1,162
1678,2025-03-14,Notebook,Stationery,Ahmedabad,4,46
1679,2025-07-28,Bag,Accessories,Delhi,1,1161
1680,2025-10-21,Bottle,Accessories,Kolkata,5,412
1681,2025-02-26,Printer,Electronics,Pune,5,9678
1682,2025-09-16,Pen,Stationery,Kolkata,5,275
1683,2025-01-10,Keyboard,Electronics,Hyderabad,3,1492
1684,2025-12-09,Sofa,Furniture,Hyderabad,5,15189
1685,2025-06-05,Pen,Stationery,Mumbai,2,242
1686,2025-11-06,Laptop,Electronics,Kolkata,3,55110
1687,2025-09-30,Laptop,Electronics,Pune,3,55163
1688,2025-11-29,Keyboard,Electronics,Mumbai,5,1248
1689,2025-06-24,Keyboard,Electronics,Kolkata,4,1380
1690,2025-09-24,Printer,Electronics,Delhi,1,9504
1691,2025-04-30,Pen,Stationery,Pune,2,282
1692,2025-02-10,Notebook,Stationery,Ahmedabad,1,78
1693,2025-09-11,Table,Furniture,Bangalore,1,7111
1694,2025-09-17,Bag,Accessories,Chennai,3,1481
1695,2025-11-06,Notebook,Stationery,Pune,5,324
1696,2025-09-30,Mouse,Electronics,Pune,2,671
1697,2025-04-20,Bottle,Accessories,Mumbai,5,220
1698,2025-08-10,Mouse,Electronics,Ahmedabad,1,791
1699,2025-12-22,Mouse,Electronics,Kolkata,3,781
1700,2025-12-26,Table,Furniture,Chennai,5,6948
1701,2025-03-02,Mouse,Electronics,Mumbai,2,585
1702,2025-10-13,Mouse,Electronics,Mumbai,2,457
1703,2025-03-03,Bag,Accessories,Kolkata,2,1426
1704,2025-10-08,Pen,Stationery,Delhi,5,151
1705,2025-11-30,Sofa,Furniture,Mumbai,3,14939
1706,2025-05-16,Pen,Stationery,Hyderabad,5,95
1707,2025-08-28,Bottle,Accessories,Ahmedabad,1,201
1708,2025-08-27,Monitor,Electronics,Pune,3,8468
1709,2025-10-08,Laptop,Electronics,Delhi,1,55234
1710,2025-07-24,Table,Furniture,Bangalore,2,6991
1711,2025-01-11,Laptop,Electronics,Ahmedabad,5,54956
1712,2025-07-17,Keyboard,Electronics,Mumbai,1,1219
1713,2025-09-14,Table,Furniture,Ahmedabad,2,6988
1714,2025-11-08,Bag,Accessories,Ahmedabad,5,1500
1715,2025-06-06,Bag,Accessories,Kolkata,2,1371
1716,2025-04-11,Pen,Stationery,Pune,4,49
1717,2025-06-02,Keyboard,Electronics,Kolkata,3,1284
1718,2025-07-07,Keyboard,Electronics,Bangalore,5,1339
1719,2025-09-23,Table,Furniture,Ahmedabad,2,7246
1720,2025-05-01,Sofa,Furniture,Chennai,3,15047
1721,2025-06-05,Bag,Accessories,Hyderabad,2,1413
1722,2025-09-19,Laptop,Electronics,Chennai,5,55112
1723,2025-08-24,Notebook,Stationery,Chennai,1,319
1724,2025-08-18,Keyboard,Electronics,Mumbai,5,1125
1725,2025-05-22,Monitor,Electronics,Bangalore,2,8703
1726,2025-05-22,Sofa,Furniture,Chennai,3,15048
1727,2025-10-17,Bag,Accessories,Kolkata,2,1428
1728,2025-04-09,Sofa,Furniture,Pune,5,15053
1729,2025-01-10,Keyboard,Electronics,Ahmedabad,3,1237
1730,2025-03-22,Mouse,Electronics,Mumbai,4,504
1731,2025-11-11,Bag,Accessories,Delhi,2,1221
1732,2025-08-31,Printer,Electronics,Mumbai,5,9781
1733,2025-03-09,Table,Furniture,Delhi,3,7273
1734,2025-07-18,Keyboard,Electronics,Pune,1,1241
1735,2025-05-12,Mouse,Electronics,Chennai,2,485
1736,2025-07-01,Bottle,Accessories,Mumbai,3,472
1737,2025-02-12,Monitor,Electronics,Ahmedabad,1,8639
1738,2025-07-15,Sofa,Furniture,Delhi,2,15170
1739,2025-10-01,Mouse,Electronics,Ahmedabad,4,760
1740,2025-10-07,Bag,Accessories,Delhi,4,1208
1741,2025-04-25,Bottle,Accessories,Kolkata,3,460
1742,2025-02-20,Bag,Accessories,Mumbai,5,1327
1743,2025-07-24,Sofa,Furniture,Delhi,5,15068
1744,2025-07-03,Bottle,Accessories,Chennai,5,536
1745,2025-03-17,Printer,Electronics,Delhi,5,9701
1746,2025-09-28,Notebook,Stationery,Bangalore,4,132
1747,2025-10-18,Pen,Stationery,Delhi,4,265
1748,2025-11-23,Sofa,Furniture,Chennai,2,15066
1749,2025-07-06,Mouse,Electronics,Pune,5,431
1750,2025-03-17,Keyboard,Electronics,Pune,5,1331
1751,2025-09-12,Notebook,Stationery,Pune,1,24
1752,2025-12-22,Laptop,Electronics,Bangalore,5,55137
1753,2025-08-26,Notebook,Stationery,Ahmedabad,1,300
1754,2025-01-13,Sofa,Furniture,Ahmedabad,4,15200
1755,2025-01-15,Bag,Accessories,Kolkata,3,1382
1756,2025-05-21,Bag,Accessories,Ahmedabad,3,1397
1757,2025-05-27,Notebook,Stationery,Pune,3,232
1758,2025-11-15,Table,Furniture,Ahmedabad,1,6994
1759,2025-01-27,Notebook,Stationery,Bangalore,2,125
1760,2025-06-12,Chair,Furniture,Ahmedabad,5,3747
1761,2025-02-28,Sofa,Furniture,Mumbai,4,15239
1762,2025-03-06,Keyboard,Electronics,Hyderabad,2,1259
1763,2025-06-18,Chair,Furniture,Hyderabad,1,3766
1764,2025-07-09,Bag,Accessories,Kolkata,2,1374
1765,2025-12-21,Bottle,Accessories,Mumbai,1,381
1766,2025-11-10,Keyboard,Electronics,Pune,5,1156
1767,2025-10-01,Table,Furniture,Kolkata,2,6931
1768,2025-11-03,Pen,Stationery,Kolkata,5,121
1769,2025-04-11,Pen,Stationery,Hyderabad,4,115
1770,2025-04-04,Sofa,Furniture,Kolkata,4,15254
1771,2025-09-01,Bag,Accessories,Pune,1,1226
1772,2025-09-18,Bag,Accessories,Kolkata,5,1271
1773,2025-10-29,Keyboard,Electronics,Kolkata,3,1386
1774,2025-05-19,Notebook,Stationery,Chennai,5,326
1775,2025-01-05,Sofa,Furniture,Kolkata,1,15154
1776,2025-01-29,Bottle,Accessories,Pune,4,364
1777,2025-06-29,Table,Furniture,Delhi,1,7101
1778,2025-09-07,Notebook,Stationery,Pune,1,364
1779,2025-05-12,Pen,Stationery,Chennai,5,86
1780,2025-03-21,Pen,Stationery,Hyderabad,5,113
1781,2025-03-04,Table,Furniture,Bangalore,4,7152
1782,2025-03-18,Notebook,Stationery,Bangalore,3,296
1783,2025-07-04,Mouse,Electronics,Mumbai,3,777
1784,2025-03-29,Monitor,Electronics,Chennai,5,8567
1785,2025-03-24,Monitor,Electronics,Ahmedabad,4,8408
1786,2025-03-26,Bag,Accessories,Kolkata,3,1256
1787,2025-09-27,Monitor,Electronics,Mumbai,5,8423
1788,2025-04-07,Bag,Accessories,Kolkata,1,1350
1789,2025-10-22,Notebook,Stationery,Pune,1,268
1790,2025-05-12,Bag,Accessories,Hyderabad,5,1385
1791,2025-03-24,Printer,Electronics,Bangalore,1,9493
1792,2025-07-29,Keyboard,Electronics,Hyderabad,4,1495
1793,2025-12-28,Keyboard,Electronics,Ahmedabad,1,1487
1794,2025-07-11,Pen,Stationery,Pune,5,-53
1795,2025-03-24,Monitor,Electronics,Hyderabad,2,8561
1796,2025-05-03,Sofa,Furniture,Delhi,2,15225
1797,2025-03-16,Table,Furniture,Chennai,5,7148
1798,2025-02-05,Laptop,Electronics,Chennai,2,55105
1799,2025-12-02,Monitor,Electronics,Chennai,2,8730
1800,2025-10-18,Mouse,Electronics,Pune,1,634
1801,2025-03-13,Laptop,Electronics,Pune,3,54924
1802,2025-08-17,Table,Furniture,Delhi,3,7064
1803,2025-09-05,Sofa,Furniture,Mumbai,2,15151
1804,2025-10-22,Chair,Furniture,Ahmedabad,4,3748
1805,2025-03-13,Chair,Furniture,Ahmedabad,3,3507
1806,2025-05-24,Monitor,Electronics,Delhi,4,8570
1807,2025-10-08,Printer,Electronics,Hyderabad,3,9549
1808,2025-10-23,Table,Furniture,Mumbai,5,7118
1809,2025-01-05,Chair,Furniture,Kolkata,5,3742
1810,2025-12-07,Printer,Electronics,Ahmedabad,3,9434
1811,2025-04-07,Bottle,Accessories,Mumbai,1,344
1812,2025-12-18,Printer,Electronics,Pune,2,9590
1813,2025-03-14,Notebook,Stationery,Mumbai,4,63
1814,2025-01-06,Notebook,Stationery,Hyderabad,3,64
1815,2025-07-27,Pen,Stationery,Bangalore,4,137
1816,2025-01-25,Bag,Accessories,Mumbai,1,1239
1817,2025-05-05,Chair,Furniture,Pune,3,3486
1818,2025-02-16,Mouse,Electronics,Bangalore,2,622
1819,2025-11-28,Printer,Electronics,Ahmedabad,5,9576
1820,2025-09-23,Monitor,Electronics,Ahmedabad,1,8453
1821,2025-11-19,Monitor,Electronics,Hyderabad,3,8658
1822,2025-03-05,Bag,Accessories,Delhi,3,1116
1823,2025-01-19,Printer,Electronics,Chennai,3,9554
1824,2025-07-06,Table,Furniture,Kolkata,3,6969
1825,2025-10-03,Notebook,Stationery,Ahmedabad,4,120
1826,2025-05-10,Keyboard,Electronics,Chennai,3,1269
1827,2025-01-19,Laptop,Electronics,Kolkata,3,54969
1828,2025-04-11,Printer,Electronics,Pune,3,9763
1829,2025-07-11,Chair,Furniture,Delhi,3,3630
1830,2025-10-08,Keyboard,Electronics,Hyderabad,4,1500
1831,2025-03-21,Mouse,Electronics,Bangalore,4,692
1832,2025-11-03,Mouse,Electronics,Ahmedabad,5,475
1833,2025-12-28,Bottle,Accessories,Hyderabad,2,537
1834,2025-01-03,Laptop,Electronics,Delhi,2,55175
1835,2025-09-02,Pen,Stationery,Chennai,3,-50
1836,2025-11-03,Sofa,Furniture,Pune,1,15134
1837,2025-05-24,Chair,Furniture,Ahmedabad,2,3677
1838,2025-11-15,Printer,Electronics,Ahmedabad,4,9574
1839,2025-05-30,Monitor,Electronics,Mumbai,5,8444
1840,2025-11-14,Monitor,Electronics,Hyderabad,1,8753
1841,2025-12-28,Mouse,Electronics,Delhi,5,697
1842,2025-01-31,Pen,Stationery,Bangalore,5,-58
1843,2025-02-25,Table,Furniture,Delhi,1,7109
1844,2025-10-19,Sofa,Furniture,Chennai,2,15133
1845,2025-10-21,Laptop,Electronics,Mumbai,4,55209
1846,2025-09-25,Bottle,Accessories,Delhi,2,442
1847,2025-05-28,Printer,Electronics,Mumbai,5,9635
1848,2025-08-29,Monitor,Electronics,Kolkata,3,8753
1849,2025-01-05,Chair,Furniture,Mumbai,3,3491
1850,2025-02-01,Bag,Accessories,Chennai,1,1152
1851,2025-05-09,Sofa,Furniture,Chennai,4,14915
1852,2025-08-17,Monitor,Electronics,Pune,4,8670
1853,2025-06-09,Sofa,Furniture,Bangalore,3,15114
1854,2025-08-29,Printer,Electronics,Delhi,1,9531
1855,2025-03-15,Chair,Furniture,Kolkata,2,3439
1856,2025-08-25,Table,Furniture,Chennai,5,7258
1857,2025-02-04,Mouse,Electronics,Mumbai,5,633
1858,2025-01-01,Notebook,Stationery,Bangalore,1,39
1859,2025-12-09,Bottle,Accessories,Delhi,5,422
1860,2025-01-27,Bag,Accessories,Ahmedabad,4,1192
1861,2025-08-16,Laptop,Electronics,Bangalore,5,55255
1862,2025-10-28,Printer,Electronics,Hyderabad,3,9614
1863,2025-01-29,Notebook,Stationery,Delhi,5,295
1864,2025-11-08,Mouse,Electronics,Delhi,4,734
1865,2025-12-28,Mouse,Electronics,Ahmedabad,5,633
1866,2025-03-01,Chair,Furniture,Kolkata,1,3545
1867,2025-08-11,Notebook,Stationery,Delhi,3,332
1868,2026-01-01,Monitor,Electronics,Chennai,5,8429
1869,2025-04-14,Mouse,Electronics,Hyderabad,1,411
1870,2025-11-20,Printer,Electronics,Delhi,5,9584
1871,2025-09-20,Bottle,Accessories,Hyderabad,5,305
1872,2025-03-31,Sofa,Furniture,Mumbai,2,15237
1873,2025-08-26,Notebook,Stationery,Pune,5,197
1874,2025-11-29,Chair,Furniture,Mumbai,4,3492
1875,2025-07-05,Mouse,Electronics,Mumbai,2,777
1876,2025-07-10,Bag,Accessories,Bangalore,5,1271
1877,2025-04-27,Printer,Electronics,Delhi,2,9531
1878,2025-10-21,Sofa,Furniture,Chennai,4,15300
1879,2025-04-24,Laptop,Electronics,Chennai,4,54956
1880,2025-10-05,Pen,Stationery,Bangalore,4,-62
1881,2025-10-11,Table,Furniture,Bangalore,4,7169
1882,2025-12-10,Mouse,Electronics,Kolkata,1,615
1883,2025-09-18,Laptop,Electronics,Pune,2,55221
1884,2025-08-23,Table,Furniture,Bangalore,2,7002
1885,2025-04-19,Sofa,Furniture,Ahmedabad,3,14901
1886,2025-06-05,Notebook,Stationery,Kolkata,2,290
1887,2025-02-21,Sofa,Furniture,Mumbai,2,15078
1888,2025-04-07,Bottle,Accessories,Ahmedabad,2,372
1889,2025-09-06,Table,Furniture,Kolkata,3,6910
1890,2025-11-09,Mouse,Electronics,Ahmedabad,2,762
1891,2025-02-28,Printer,Electronics,Bangalore,2,9685
1892,2025-09-07,Monitor,Electronics,Pune,5,8738
1893,2025-08-20,Printer,Electronics,Delhi,3,9722
1894,2025-08-12,Laptop,Electronics,Mumbai,4,55232
1895,2025-10-22,Notebook,Stationery,Mumbai,3,303
1896,2025-02-08,Keyboard,Electronics,Kolkata,1,1192
1897,2025-09-27,Table,Furniture,Pune,4,6998
1898,2025-08-19,Sofa,Furniture,Hyderabad,2,14977
1899,2025-06-25,Pen,Stationery,Mumbai,3,214
1900,2025-09-24,Notebook,Stationery,Hyderabad,4,267
1901,2025-12-28,Sofa,Furniture,Mumbai,3,14951
1902,2025-12-30,Sofa,Furniture,Chennai,1,15282
1903,2025-03-13,Printer,Electronics,Mumbai,5,9410
1904,2025-09-22,Laptop,Electronics,Mumbai,2,55082
1905,2025-12-21,Table,Furniture,Delhi,5,7106
1906,2025-06-11,Monitor,Electronics,Bangalore,5,8723
1907,2025-05-03,Bottle,Accessories,Chennai,2,530
1908,2025-02-10,Keyboard,Electronics,Kolkata,2,1328
1909,2025-11-22,Bag,Accessories,Ahmedabad,5,1154
1910,2025-05-21,Chair,Furniture,Mumbai,5,3636
1911,2025-12-17,Pen,Stationery,Pune,1,275
1912,2025-10-25,Monitor,Electronics,Pune,1,8482
1913,2025-05-09,Printer,Electronics,Kolkata,3,9603
1914,2025-08-24,Pen,Stationery,Pune,5,251
1915,2025-02-03,Sofa,Furniture,Hyderabad,3,15202
1916,2025-01-19,Keyboard,Electronics,Ahmedabad,3,1391
1917,2025-05-14,Table,Furniture,Delhi,2,7219
1918,2025-01-30,Printer,Electronics,Delhi,5,9737
1919,2025-07-22,Bag,Accessories,Hyderabad,5,1389
1920,2025-06-18,Keyboard,Electronics,Mumbai,4,1279
1921,2025-07-13,Chair,Furniture,Delhi,2,3522
1922,2025-04-22,Notebook,Stationery,Pune,2,37
1923,2025-09-09,Sofa,Furniture,Mumbai,5,14933
1924,2025-08-31,Notebook,Stationery,Pune,3,233
1925,2025-08-27,Chair,Furniture,Pune,4,3798
